Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
CM062277.1	31888793	31914906	14	minus	Multidrug resistance-associated protein 1		0	protein-coding		KAK1878297.1	249	KUDE01_003603
CM062277.1	31921356	31925606	14	plus	Sentrin-specific protease 2		0	protein-coding		KAK1878165.1	214	KUDE01_003472
CM062277.1	31957204	31969726	14	minus	Protein lin-7 like B		0	protein-coding		KAK1878004.1	220	KUDE01_003312
CM062277.1	31970544	31979608	14	minus	U1 small nuclear ribonucleoprotein 70 kDa		0	protein-coding		KAK1877006.1	295	KUDE01_002325
CM062277.1	32013061	32015394	14	plus	Mitotic spindle assembly checkpoint protein MAD1		0	protein-coding		KAK1877249.1	250	KUDE01_002564
CM062277.1	32018377	32027044	14	minus	Splicing factor arginine/serine-rich 19		0	protein-coding		KAK1878374.1	858	KUDE01_003678
CM062277.1	32040429	32084192	14	minus	Multidrug resistance-associated protein 1		0	protein-coding		KAK1877763.1	1082	KUDE01_003071
CM062277.1	32084249	32105700	14	minus	Multidrug resistance-associated protein 1		0	protein-coding		KAK1877652.1	386	KUDE01_002960
CM062277.1	32116322	32116784	14	plus	General transcription factor II-I repeat domain containing protein 2A		0	protein-coding		KAK1877281.1	125	KUDE01_002596
CM062277.1	32121587	32128795	14	minus	DNA-directed RNA polymerase II subunit RPB1		0	protein-coding		KAK1877254.1	239	KUDE01_002569
CM062277.1	32132904	32133085	14	minus	Phenazine biosynthesis protein PhzB		0	protein-coding		KAK1876942.1	60	KUDE01_002261
CM062277.1	32143180	32150387	14	plus	Protein insensitive		0	protein-coding		KAK1877421.1	234	KUDE01_002732
CM062277.1	32217080	32217944	14	plus	LINE-1 type transposase domain containing protein 1		0	protein-coding		KAK1878016.1	259	KUDE01_003324
CM062277.1	32238167	32243539	14	minus	Sarcoplasmic reticulum histidine-rich calcium-binding protein		0	protein-coding		KAK1877206.1	112	KUDE01_002521
CM062277.1	32317299	32317552	14	plus	Nonribosomal peptide synthetase fmqA		0	protein-coding		KAK1877116.1	58	KUDE01_002432
CM062277.1	32336810	32338900	14	plus	Glucose-6-phosphate exchanger SLC37A2		0	protein-coding		KAK1877012.1	190	KUDE01_002331
CM062277.1	32356453	32364197	14	minus	Protein arginine N-methyltransferase 1		0	protein-coding		KAK1877668.1	345	KUDE01_002976
CM062277.1	32368155	32393044	14	plus	AP-2 complex subunit alpha-1		0	protein-coding		KAK1877655.1	728	KUDE01_002963
CM062277.1	32395104	32406814	14	plus	AP-2 complex subunit alpha-1		0	protein-coding		KAK1877110.1	248	KUDE01_002427
CM062277.1	32411939	32422796	14	plus	Dual specificity protein phosphatase 16		0	protein-coding		KAK1877807.1	349	KUDE01_003115
CM062277.1	32424963	32426843	14	plus	Ras-related protein R-Ras-like		0	protein-coding		KAK1878289.1	75	KUDE01_003595
CM062277.1	32430921	32440441	14	plus	Ras-related protein R-Ras2		0	protein-coding		KAK1877035.1	127	KUDE01_002353
CM062277.1	32450208	32450723	14	plus	SpoIVD-associated factor A		0	protein-coding		KAK1877351.1	171	KUDE01_002662
CM062277.1	32467019	32468013	14	plus	Transmembrane gamma-carboxyglutamic acid protein 4		0	protein-coding		KAK1877145.1	127	KUDE01_002461
CM062277.1	32472299	32474329	14	plus	Transmembrane gamma-carboxyglutamic acid protein 2		0	protein-coding		KAK1877453.1	114	KUDE01_002764
CM062277.1	32552719	32557017	14	plus	Tetraspanin-9		0	protein-coding		KAK1877056.1	173	KUDE01_002374
CM062277.1	32561761	32566615	14	minus	Bcl-2-like protein 12		0	protein-coding		KAK1877716.1	373	KUDE01_003024
CM062277.1	32591613	32601130	14	minus	C-type lectin domain family 4 member F		0	protein-coding		KAK1878368.1	2191	KUDE01_003672
CM062277.1	32609945	32611319	14	plus	Zinc finger BED domain containing protein 1		0	protein-coding		KAK1876960.1	367	KUDE01_002279
CM062277.1	32641154	32651661	14	plus	Nitric oxide synthase-interacting protein		0	protein-coding		KAK1877704.1	302	KUDE01_003012
CM062277.1	32653102	32658692	14	minus	Calumenin		0	protein-coding		KAK1877930.1	266	KUDE01_003238
CM062277.1	32676978	32677214	14	plus	5-aminolevulinate synthase mitochondrial		0	protein-coding		KAK1877469.1	78	KUDE01_002780
CM062277.1	32683456	32704376	14	minus	4-aminobutyrate aminotransferase mitochondrial		0	protein-coding		KAK1877835.1	494	KUDE01_003143
CM062277.1	32719259	32752810	14	minus	Methyltransferase-like protein 22		0	protein-coding		KAK1878106.1	421	KUDE01_003414
CM062277.1	32783081	32788810	14	minus	cAMP-dependent protein kinase type I-alpha regulatory subunit		0	protein-coding		KAK1877839.1	378	KUDE01_003147
CM062277.1	32795477	32831378	14	plus	WD repeat domain phosphoinositide-interacting protein 1		0	protein-coding		KAK1877550.1	841	KUDE01_002859
CM062277.1	32842830	32852872	14	plus	Monocarboxylate transporter 7		0	protein-coding		KAK1877773.1	533	KUDE01_003081
CM062277.1	32872831	32873607	14	plus	Protein unc-13 like C		0	protein-coding		KAK1878205.1	258	KUDE01_003512
CM062277.1	32887370	32895506	14	minus	Guanine nucleotide-binding protein subunit alpha-13		0	protein-coding		KAK1877617.1	218	KUDE01_002926
CM062277.1	32898067	32918706	14	plus	Regulator of G-protein signaling 9		0	protein-coding		KAK1877478.1	441	KUDE01_002789
CM062277.1	32920078	32939166	14	minus	Conserved oligomeric Golgi complex subunit 1		0	protein-coding		KAK1878361.1	902	KUDE01_003667
CM062277.1	32946181	32948873	14	minus	Protein rogdi like		0	protein-coding		KAK1877422.1	109	KUDE01_002733
CM062277.1	32950432	32954565	14	minus	Protein rogdi like		0	protein-coding		KAK1877537.1	152	KUDE01_002846
CM062277.1	32963160	32980636	14	minus	putative oxidoreductase GLYR1		0	protein-coding		KAK1878351.1	507	KUDE01_003657
CM062277.1	32998145	33019009	14	minus	Periplakin		0	protein-coding		KAK1878059.1	1741	KUDE01_003367
CM062277.1	33041026	33110718	14	plus	Neurabin-1		0	protein-coding		KAK1877630.1	213	KUDE01_002939
CM062277.1	33125510	33147974	14	plus	Syntaxin-binding protein 4		0	protein-coding		KAK1877937.1	332	KUDE01_003245
CM062277.1	33149047	33153198	14	plus	Syntaxin-binding protein 4		0	protein-coding		KAK1878012.1	103	KUDE01_003320
CM062277.1	33162215	33190238	14	minus	RNA polymerase I-specific transcription initiation factor RRN3		0	protein-coding		KAK1877253.1	605	KUDE01_002568
CM062277.1	33198394	33198696	14	minus	Transmembrane protein 238		0	protein-coding		KAK1877997.1	100	KUDE01_003305
CM062277.1	33202531	33202887	14	minus	Phosphoinositide-interacting protein		0	protein-coding		KAK1877678.1	118	KUDE01_002986
CM062277.1	33213341	33232116	14	minus	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A		0	protein-coding		KAK1878317.1	579	KUDE01_003623
CM062277.1	33237698	33266291	14	minus	Pyridoxal-dependent decarboxylase domain containing protein 1		0	protein-coding		KAK1877140.1	698	KUDE01_002456
CM062277.1	33268448	33269152	14	plus	Paternally-expressed 3 protein		0	protein-coding		KAK1877561.1	234	KUDE01_002870
CM062277.1	33323616	33347206	14	minus	Calcium-binding mitochondrial carrier protein SCaMC-3		0	protein-coding		KAK1877663.1	482	KUDE01_002971
CM062277.1	33352722	33367179	14	plus	COP9 signalosome complex subunit 1		0	protein-coding		KAK1877470.1	486	KUDE01_002781
CM062277.1	33391187	33391554	14	minus	Caprin-2		0	protein-coding		KAK1877641.1	122	KUDE01_002950
CM062277.1	33477212	33478183	14	minus	52 kDa repressor of the inhibitor of the protein kinase		0	protein-coding		KAK1877983.1	323	KUDE01_003291
CM062277.1	33478338	33478658	14	minus	52 kDa repressor of the inhibitor of the protein kinase		0	protein-coding		KAK1876918.1	106	KUDE01_002238
CM062277.1	33496534	33497154	14	minus	Protein TIC 214		0	protein-coding		KAK1877813.1	206	KUDE01_003121
CM062277.1	33497277	33499157	14	plus	Zinc finger protein 862		0	protein-coding		KAK1878276.1	424	KUDE01_003582
CM062277.1	33499403	33500171	14	plus	Zinc finger protein 862		0	protein-coding		KAK1877062.1	187	KUDE01_002380
CM062277.1	33555103	33555375	14	minus	U3 small nucleolar RNA-associated protein 10		0	protein-coding		KAK1877568.1	90	KUDE01_002877
CM062277.1	33586426	33586617	14	minus	Forkhead box protein P4		0	protein-coding		KAK1877398.1	64	KUDE01_002709
CM062277.1	33589752	33593448	14	minus	putative tyrosine-protein kinase Wsck		0	protein-coding		KAK1878250.1	285	KUDE01_003556
CM062278.1	57588	61075	15	minus	Calcium homeostasis modulator protein 3		0	protein-coding		KAK1905830.1	313	KUDE01_013008
CM062278.1	62462	79624	15	minus	Lymphoid-specific helicase		0	protein-coding		KAK1905241.1	891	KUDE01_012424
CM062278.1	117147	133263	15	plus	Forkhead box protein E1		0	protein-coding		KAK1905295.1	507	KUDE01_012477
CM062278.1	150460	151913	15	plus	Centrosomal protein of 68 kDa		0	protein-coding		KAK1906024.1	337	KUDE01_013195
CM062278.1	155747	157778	15	plus	Centrosomal protein of 68 kDa		0	protein-coding		KAK1905942.1	135	KUDE01_013118
CM062278.1	171731	176673	15	plus	Ras-related protein Rab-1A		0	protein-coding		KAK1905364.1	176	KUDE01_012546
CM062278.1	187536	187763	15	minus	T-cell leukemia homeobox protein 1		0	protein-coding		KAK1905881.1	75	KUDE01_013059
CM062278.1	189014	191023	15	minus	T-cell leukemia homeobox protein 1		0	protein-coding		KAK1905087.1	286	KUDE01_012270
CM062278.1	288977	302584	15	minus	RxLR effector protein 17		0	protein-coding		KAK1905726.1	145	KUDE01_012905
CM062278.1	306018	308052	15	plus	ATP-dependent Clp protease adapter protein ClpS		0	protein-coding		KAK1905244.1	165	KUDE01_012427
CM062278.1	308974	310466	15	plus	Protein translocase subunit SecA		0	protein-coding		KAK1905888.1	165	KUDE01_013066
CM062278.1	329556	329892	15	plus	30S ribosomal protein S2 chloroplastic		0	protein-coding		KAK1905993.1	83	KUDE01_013165
CM062278.1	344300	346114	15	minus	Transcription factor LBX1		0	protein-coding		KAK1905059.1	261	KUDE01_012242
CM062278.1	416668	432121	15	plus	Zinc finger BED domain containing protein 4		0	protein-coding		KAK1904951.1	397	KUDE01_012134
CM062278.1	449423	451237	15	plus	putative maltose O-acetyltransferase		0	protein-coding		KAK1905356.1	169	KUDE01_012538
CM062278.1	459293	464963	15	minus	Bis(5'-nucleosyl)-tetraphosphatase symmetrical		0	protein-coding		KAK1905729.1	271	KUDE01_012908
CM062278.1	465011	465572	15	plus	PiggyBac transposable element-derived protein 3		0	protein-coding		KAK1905872.1	155	KUDE01_013050
CM062278.1	533625	540930	15	plus	rRNA 2'-O-methyltransferase fibrillarin		0	protein-coding		KAK1905974.1	217	KUDE01_013146
CM062278.1	544609	547667	15	plus	UvrABC system protein A		0	protein-coding		KAK1905878.1	200	KUDE01_013056
CM062278.1	588102	591726	15	minus	G2/M phase-specific E3 ubiquitin-protein ligase		0	protein-coding		KAK1905169.1	553	KUDE01_012352
CM062278.1	643613	651193	15	plus	Solute carrier family 2 facilitated glucose transporter member 1		0	protein-coding		KAK1905748.1	181	KUDE01_012927
CM062278.1	661489	669052	15	minus	Sarcolemmal membrane-associated protein		0	protein-coding		KAK1905650.1	172	KUDE01_012830
CM062278.1	669256	672380	15	plus	Solute carrier family 2 facilitated glucose transporter member 5		0	protein-coding		KAK1905775.1	271	KUDE01_012954
CM062278.1	682711	683037	15	minus	(3S6E)-nerolidol synthase 1 chloroplastic		0	protein-coding		KAK1905659.1	108	KUDE01_012839
CM062278.1	707275	729506	15	plus	Solute carrier family 2 facilitated glucose transporter member 9		0	protein-coding		KAK1904946.1	307	KUDE01_012129
CM062278.1	765913	766671	15	minus	LINE-1 retrotransposable element ORF1 protein		0	protein-coding		KAK1905456.1	207	KUDE01_012638
CM062278.1	778064	781757	15	plus	Fibroblast growth factor 8		0	protein-coding		KAK1906037.1	218	KUDE01_013208
CM062278.1	806435	806770	15	minus	Tropomyosin		0	protein-coding		KAK1905026.1	111	KUDE01_012209
CM062278.1	817707	818590	15	minus	LINE-1 retrotransposable element ORF1 protein		0	protein-coding		KAK1905692.1	256	KUDE01_012871
CM062278.1	874162	878885	15	plus	WW domain-binding protein 1		0	protein-coding		KAK1905697.1	252	KUDE01_012876
CM062278.1	880220	893608	15	minus	Cytoplasmic tRNA 2-thiolation protein 2		0	protein-coding		KAK1905948.1	497	KUDE01_013124
CM062278.1	913625	921888	15	minus	Steroid 17-alpha-hydroxylase/1720 lyase		0	protein-coding		KAK1906042.1	519	KUDE01_013213
CM062278.1	922711	927312	15	plus	BLOC-1-related complex subunit 7		0	protein-coding		KAK1905585.1	96	KUDE01_012765
CM062278.1	952327	954594	15	plus	Ras-GEF domain containing family member 1C		0	protein-coding		KAK1906036.1	184	KUDE01_013207
CM062278.1	959673	974584	15	minus	Cytosolic purine 5'-nucleotidase		0	protein-coding		KAK1905961.1	569	KUDE01_013134
CM062278.1	983715	993578	15	minus	Cyclin-dependent kinase 1		0	protein-coding		KAK1905476.1	234	KUDE01_012658
CM062278.1	998503	1049687	15	minus	Heterogeneous nuclear ribonucleoprotein L-like		0	protein-coding		KAK1905457.1	525	KUDE01_012639
CM062278.1	1080200	1087027	15	minus	Aldose 1-epimerase		0	protein-coding		KAK1905681.1	374	KUDE01_012860
CM062278.1	1093948	1111874	15	minus	Rap1 GTPase-GDP dissociation stimulator 1		0	protein-coding		KAK1905917.1	595	KUDE01_013095
CM062278.1	1142382	1145122	15	plus	Coiled-coil-helix-coiled-coil-helix domain containing protein 1		0	protein-coding		KAK1905351.1	122	KUDE01_012533
CM062278.1	1164374	1164727	15	minus	Zinc finger protein 609		0	protein-coding		KAK1906025.1	117	KUDE01_013196
CM062278.1	1209286	1249643	15	plus	Neurotrypsin		0	protein-coding		KAK1905587.1	869	KUDE01_012767
CM062278.1	1270485	1274384	15	plus	Rho GTPase-activating protein 21		0	protein-coding		KAK1905725.1	706	KUDE01_012904
CM062278.1	1281629	1299451	15	plus	Neurotrypsin		0	protein-coding		KAK1905895.1	340	KUDE01_013073
CM062278.1	1323463	1358778	15	plus	Zinc finger SWIM domain containing protein 8		0	protein-coding		KAK1905683.1	1862	KUDE01_012862
CM062278.1	1360350	1365608	15	plus	Endophilin-B2		0	protein-coding		KAK1905387.1	124	KUDE01_012569
CM062278.1	1382429	1401802	15	plus	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2		0	protein-coding		KAK1905493.1	906	KUDE01_012675
CM062278.1	1418657	1420072	15	plus	GRIN2-like protein		0	protein-coding		KAK1905610.1	471	KUDE01_012790
CM062278.1	1428948	1442739	15	plus	DNA-directed RNA polymerases I and III subunit RPAC1		0	protein-coding		KAK1905246.1	351	KUDE01_012429
CM062278.1	1446261	1452761	15	plus	F-box only protein 28		0	protein-coding		KAK1905912.1	374	KUDE01_013090
CM062278.1	1487994	1490000	15	plus	Aconitate hydratase A		0	protein-coding		KAK1905139.1	200	KUDE01_012322
CM062278.1	1492933	1560893	15	plus	RNA helicase Mov10l1		0	protein-coding		KAK1904956.1	494	KUDE01_012139
CM062278.1	1625574	1625993	15	minus	Replicase polyprotein 1a		0	protein-coding		KAK1905009.1	139	KUDE01_012192
CM062278.1	1650748	1652136	15	plus	Feline leukemia virus subgroup C receptor-related protein 2		0	protein-coding		KAK1905405.1	150	KUDE01_012587
CM062278.1	1652192	1653121	15	plus	Protein CLP1 like		0	protein-coding		KAK1905547.1	309	KUDE01_012727
CM062278.1	1665289	1688889	15	plus	Transposable element P transposase		0	protein-coding		KAK1905596.1	621	KUDE01_012776
CM062278.1	1717142	1736666	15	minus	cGMP-dependent protein kinase 2		0	protein-coding		KAK1905140.1	676	KUDE01_012323
CM062278.1	1759792	1807071	15	minus	Collagen-like protein 2		0	protein-coding		KAK1904928.1	725	KUDE01_012111
CM062278.1	1833423	1833746	15	plus	hypothetical protein		0	protein-coding		KAK1905567.1	107	KUDE01_012747
CM062278.1	1854438	1865347	15	minus	Collagen alpha-1(XXV) chain		0	protein-coding		KAK1905861.1	126	KUDE01_013039
CM062278.1	1880367	1881620	15	plus	PiggyBac transposable element-derived protein 4		0	protein-coding		KAK1905334.1	192	KUDE01_012516
CM062278.1	1884982	1886060	15	plus	Zyxin		0	protein-coding		KAK1905865.1	87	KUDE01_013043
CM062278.1	1925427	1927197	15	minus	Non-structural protein NS2		0	protein-coding		KAK1905497.1	113	KUDE01_012679
CM062278.1	1956802	1957566	15	minus	2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial		0	protein-coding		KAK1905791.1	254	KUDE01_012970
CM062278.1	2044439	2044987	15	minus	RhoGEF domain containing protein gxcH		0	protein-coding		KAK1905907.1	182	KUDE01_013085
CM062278.1	2064208	2075239	15	minus	NADH-ubiquinone oxidoreductase 75 kDa subunit mitochondrial		0	protein-coding		KAK1905302.1	300	KUDE01_012484
CM062278.1	2126847	2139018	15	plus	Core histone macro-H2A.2		0	protein-coding		KAK1905267.1	368	KUDE01_012450
CM062278.1	2160916	2189984	15	minus	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1		0	protein-coding		KAK1905404.1	1771	KUDE01_012586
CM062278.1	2190617	2207043	15	minus	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1		0	protein-coding		KAK1905016.1	246	KUDE01_012199
CM062278.1	2235663	2235920	15	plus	cytochrome b		0	protein-coding		KAK1905382.1	85	KUDE01_012564
CM062278.1	2235966	2237360	15	plus	putative DNA polymerase sliding clamp		0	protein-coding		KAK1905240.1	184	KUDE01_012423
CM062278.1	2282741	2286894	15	plus	Pituitary homeobox 3		0	protein-coding		KAK1905069.1	266	KUDE01_012252
CM062278.1	2315237	2329764	15	plus	Inactive pancreatic lipase-related protein 1		0	protein-coding		KAK1905990.1	467	KUDE01_013162
CM062278.1	2341256	2360926	15	minus	Heat shock 70 kDa protein 12A		0	protein-coding		KAK1905362.1	656	KUDE01_012544
CM062278.1	2373246	2375510	15	plus	Pre-mRNA-splicing factor CLF1		0	protein-coding		KAK1905014.1	640	KUDE01_012197
CM062278.1	2410499	2410741	15	plus	Voltage-dependent L-type calcium channel subunit alpha-1F		0	protein-coding		KAK1904954.1	80	KUDE01_012137
CM062278.1	2446217	2464117	15	plus	Enolase 4		0	protein-coding		KAK1906038.1	857	KUDE01_013209
CM062278.1	2468565	2489704	15	minus	Shootin-1		0	protein-coding		KAK1905550.1	334	KUDE01_012730
CM062278.1	2505684	2510889	15	minus	Shootin-1		0	protein-coding		KAK1905066.1	137	KUDE01_012249
CM062278.1	2525258	2548216	15	minus	V-type proton ATPase subunit B brain isoform		0	protein-coding		KAK1905673.1	476	KUDE01_012852
CM062278.1	2570196	2576418	15	minus	Ventral anterior homeobox 1		0	protein-coding		KAK1905619.1	334	KUDE01_012799
CM062278.1	2667459	2674998	15	minus	Antho-RFamide neuropeptides-like		0	protein-coding		KAK1905486.1	401	KUDE01_012668
CM062278.1	2686995	2688059	15	plus	Porphobilinogen deaminase		0	protein-coding		KAK1905130.1	354	KUDE01_012313
CM062278.1	2697624	2704128	15	plus	Potassium channel subfamily K member 18		0	protein-coding		KAK1905962.1	392	KUDE01_013135
CM062278.1	2716380	2741142	15	plus	Synaptic vesicular amine transporter		0	protein-coding		KAK1905667.1	513	KUDE01_012846
CM062278.1	2753188	2780045	15	minus	PDZ domain containing protein 8		0	protein-coding		KAK1904930.1	930	KUDE01_012113
CM062278.1	2794571	2795962	15	minus	PDZ domain containing protein 8		0	protein-coding		KAK1905848.1	291	KUDE01_013026
CM062278.1	2806538	2822044	15	plus	Ectodysplasin-A receptor-associated adapter protein		0	protein-coding		KAK1905389.1	222	KUDE01_012571
CM062278.1	2822630	2827128	15	minus	Neuroblast differentiation-associated protein AHNAK		0	protein-coding		KAK1905357.1	1294	KUDE01_012539
CM062278.1	2841360	2859961	15	minus	Exonuclease 1		0	protein-coding		KAK1905252.1	777	KUDE01_012435
CM062278.1	2862021	2869153	15	plus	Protein YIPF4		0	protein-coding		KAK1905083.1	237	KUDE01_012266
CM062278.1	2951871	2967715	15	plus	Baculoviral IAP repeat-containing protein 6		0	protein-coding		KAK1905626.1	422	KUDE01_012806
CM062278.1	2970896	2976150	15	minus	Histone-lysine N-methyltransferase SETD1		0	protein-coding		KAK1905802.1	264	KUDE01_012981
CM062278.1	2978008	2979269	15	plus	Baculoviral IAP repeat-containing protein 6		0	protein-coding		KAK1904976.1	67	KUDE01_012159
CM062278.1	2993120	3057785	15	plus	Tetratricopeptide repeat protein 27		0	protein-coding		KAK1904942.1	823	KUDE01_012125
CM062278.1	3074934	3080795	15	plus	Latent-transforming growth factor beta-binding protein 1		0	protein-coding		KAK1905260.1	154	KUDE01_012443
CM062278.1	3107146	3107370	15	plus	Voltage-dependent T-type calcium channel subunit alpha-1H		0	protein-coding		KAK1905757.1	74	KUDE01_012936
CM062278.1	3107574	3111410	15	plus	Latent-transforming growth factor beta-binding protein 1		0	protein-coding		KAK1905724.1	345	KUDE01_012903
CM062278.1	3126369	3135341	15	minus	Adenylosuccinate synthetase		0	protein-coding		KAK1904971.1	87	KUDE01_012154
CM062278.1	3274968	3275488	15	plus	Ras guanyl-releasing protein 3		0	protein-coding		KAK1905835.1	78	KUDE01_013013
CM062278.1	3305178	3312121	15	plus	Ras guanyl-releasing protein 3		0	protein-coding		KAK1905786.1	429	KUDE01_012965
CM062278.1	3353495	3370967	15	plus	Transmembrane 9 superfamily member 2		0	protein-coding		KAK1905017.1	603	KUDE01_012200
CM062278.1	3371285	3393506	15	minus	Cadherin-1		0	protein-coding		KAK1904990.1	728	KUDE01_012173
CM062278.1	3411863	3412618	15	plus	putative RNA helicase SDE3		0	protein-coding		KAK1905423.1	251	KUDE01_012605
CM062278.1	3442354	3443004	15	minus	LINE-1 retrotransposable element ORF1 protein		0	protein-coding		KAK1905001.1	216	KUDE01_012184
CM062278.1	3456102	3461391	15	minus	Cadherin-1		0	protein-coding		KAK1905398.1	376	KUDE01_012580
CM062278.1	3470509	3481381	15	minus	N-acetyllactosaminide alpha-13-galactosyltransferase		0	protein-coding		KAK1905512.1	346	KUDE01_012694
CM062278.1	3487731	3499815	15	minus	Zinc finger protein 318		0	protein-coding		KAK1905162.1	1064	KUDE01_012345
CM062278.1	3519649	3530472	15	minus	Protein FAM98A		0	protein-coding		KAK1905480.1	565	KUDE01_012662
CM062278.1	3557739	3567469	15	minus	Vacuolar protein sorting-associated protein 8 like		0	protein-coding		KAK1906041.1	246	KUDE01_013212
CM062278.1	3567816	3581487	15	minus	Vacuolar protein sorting-associated protein 8 like		0	protein-coding		KAK1905795.1	613	KUDE01_012974
CM062278.1	3600892	3609986	15	minus	Vacuolar protein sorting-associated protein 8 like		0	protein-coding		KAK1905377.1	379	KUDE01_012559
CM062278.1	3615780	3616482	15	plus	DELTA-stichotoxin-Hmg2b		0	protein-coding		KAK1904945.1	164	KUDE01_012128
CM062278.1	3622111	3627743	15	minus	Vacuolar protein sorting-associated protein 8 like		0	protein-coding		KAK1905717.1	108	KUDE01_012896
CM062278.1	3647938	3651667	15	plus	Zinc finger protein ZIC 4		0	protein-coding		KAK1905890.1	384	KUDE01_013068
CM062278.1	3663838	3681183	15	plus	Propionyl-CoA carboxylase alpha chain mitochondrial		0	protein-coding		KAK1905322.1	711	KUDE01_012504
CM062278.1	3696299	3702456	15	minus	Transmembrane 9 superfamily member 2		0	protein-coding		KAK1905751.1	135	KUDE01_012930
CM062278.1	3729849	3759681	15	minus	Piezo-type mechanosensitive ion channel component 1		0	protein-coding		KAK1905133.1	1690	KUDE01_012316
CM062278.1	3760892	3761501	15	plus	Nipped-B-like protein B		0	protein-coding		KAK1905029.1	202	KUDE01_012212
CM062278.1	3761538	3762335	15	plus	Endo-14-beta-xylanase B		0	protein-coding		KAK1905307.1	265	KUDE01_012489
CM062278.1	3780874	3826761	15	minus	hypothetical protein		0	protein-coding		KAK1905186.1	330	KUDE01_012369
CM062278.1	3830095	3836373	15	plus	DNA replication factor Cdt1		0	protein-coding		KAK1905720.1	678	KUDE01_012899
CM062278.1	3839160	3843958	15	minus	Adenine phosphoribosyltransferase		0	protein-coding		KAK1905429.1	181	KUDE01_012611
CM062278.1	3849280	3850023	15	minus	E3 SUMO-protein ligase KIAA1586		0	protein-coding		KAK1905000.1	247	KUDE01_012183
CM062278.1	3851157	3851501	15	minus	Histidine--tRNA ligase mitochondrial		0	protein-coding		KAK1904999.1	114	KUDE01_012182
CM062278.1	3853268	3859286	15	plus	Thymidine kinase 2 mitochondrial		0	protein-coding		KAK1906027.1	228	KUDE01_013198
CM062278.1	3862938	3868774	15	minus	Immunoglobulin A1 protease		0	protein-coding		KAK1905061.1	398	KUDE01_012244
CM062278.1	3869620	3878558	15	minus	Spermatogenesis-associated protein 2		0	protein-coding		KAK1905352.1	146	KUDE01_012534
CM062278.1	3895631	3918308	15	minus	Serine/threonine-protein kinase 32C		0	protein-coding		KAK1905330.1	371	KUDE01_012512
CM062278.1	3927796	3941899	15	minus	Serine/threonine-protein kinase 32C		0	protein-coding		KAK1905976.1	126	KUDE01_013148
CM062278.1	4005309	4015416	15	plus	Leucine-rich repeat-containing protein 27		0	protein-coding		KAK1905968.1	470	KUDE01_013141
CM062278.1	4016324	4020511	15	plus	PWWP domain containing protein 2B		0	protein-coding		KAK1905381.1	604	KUDE01_012563
CM062278.1	4083509	4252418	15	plus	Inositol polyphosphate-5-phosphatase A		0	protein-coding		KAK1905354.1	413	KUDE01_012536
CM062278.1	4256290	4257985	15	minus	Homeobox protein Nkx-6.2		0	protein-coding		KAK1905099.1	283	KUDE01_012282
CM062278.1	4265563	4281542	15	plus	Activity-regulated cytoskeleton-associated protein		0	protein-coding		KAK1905386.1	207	KUDE01_012568
CM062278.1	4281704	4282186	15	plus	Zinc finger protein 777		0	protein-coding		KAK1905417.1	160	KUDE01_012599
CM062278.1	4307184	4319009	15	minus	Rho GDP-dissociation inhibitor 3		0	protein-coding		KAK1905538.1	131	KUDE01_012718
CM062278.1	4423521	4437334	15	plus	Opsin-VA		0	protein-coding		KAK1905871.1	384	KUDE01_013049
CM062278.1	4573797	4574855	15	plus	LINE-1 retrotransposable element ORF1 protein		0	protein-coding		KAK1905999.1	352	KUDE01_013171
CM062278.1	4590324	4631971	15	minus	Cilia- and flagella-associated protein 46		0	protein-coding		KAK1905958.1	1145	KUDE01_013131
CM062278.1	4641756	4663660	15	minus	Cilia- and flagella-associated protein 46		0	protein-coding		KAK1905517.1	816	KUDE01_012699
CM062278.1	4962788	4972465	15	plus	Zinc finger BED domain containing protein 1		0	protein-coding		KAK1905739.1	1044	KUDE01_012918
CM062278.1	4983441	4989172	15	plus	Regulator of G-protein signaling 9-binding protein		0	protein-coding		KAK1905900.1	381	KUDE01_013078
CM062278.1	4997450	5000621	15	minus	Sterile alpha motif domain containing protein 3		0	protein-coding		KAK1905597.1	311	KUDE01_012777
CM062278.1	5035653	5047542	15	minus	UPF0060 membrane protein		0	protein-coding		KAK1905721.1	199	KUDE01_012900
CM062278.1	5054647	5058439	15	plus	Protein ALP1-like		0	protein-coding		KAK1905652.1	217	KUDE01_012832
CM062278.1	5058759	5061440	15	minus	Nodulin-22		0	protein-coding		KAK1905104.1	498	KUDE01_012287
CM062278.1	5068965	5081426	15	plus	Adhesion G protein-coupled receptor A2		0	protein-coding		KAK1905609.1	82	KUDE01_012789
CM062278.1	5103224	5104640	15	minus	Zinc finger BED domain containing protein 1		0	protein-coding		KAK1905735.1	121	KUDE01_012914
CM062278.1	5104688	5105482	15	minus	Zinc finger BED domain containing protein 4		0	protein-coding		KAK1905602.1	264	KUDE01_012782
CM062278.1	5183987	5189919	15	plus	Adhesion G protein-coupled receptor A3		0	protein-coding		KAK1905820.1	335	KUDE01_012998
